country,keyword,search_volume,cpc,competition_level,source,difficulty
es,escuchar cadena ser en directo,9900,0.03,LOW,w3,21
es,manifestación barcelona hoy,9900,0.22,LOW,w3,0
es,manifestación #barcelona hoy,9900,0.22,LOW,w3,7
es,television española directo,9900,0,LOW,w3,69
es,manifestaciones barcelona hoy,9900,0.22,LOW,w3,0
es,lotería en directo hoy,9900,4.49,LOW,w3,10
es,concierto bad bunny madrid,9900,0.42,MEDIUM,w3,0
es,13 televisión en directo,9900,0,LOW,w3,19
es,13 tv directo,9900,0,LOW,w3,13
es,touch music karaoke barcelona,9900,0.62,LOW,w3,0
es,itv avila barcelona,9900,0.12,LOW,w3,0
es,conciertos barcelona 2026,9900,0.36,LOW,w3,4
es,manifestacion hoy barcelona,9900,0.22,LOW,w3,0
es,24h directo,9900,0,LOW,w3,60
es,temperatura barcelona hoy,9900,0,LOW,w3,42
es,vuelos en directo,9900,0.62,LOW,w3,19
es,soto del real tiempo,9900,0,LOW,w3,12
es,escuchar onda cero en directo,9900,0.02,LOW,w3,32
es,canal sur tv en directo,9900,0,LOW,w3,18
es,rio mas largo del mundo,9900,0.02,LOW,w3,0
es,incendio toledo,9900,0,LOW,w3,0
es,incendio córdoba,9900,0,LOW,w3,0
es,central nuclear españa,9900,0.02,LOW,w3,15
es,seguimiento a pedidos,9900,0.72,LOW,w3,98
es,traductor de castellano a catalán,9900,0.69,LOW,w3,60
es,incidencias,9900,0,LOW,w3,5
es,alineaciones de real sociedad contra osasuna,9900,0,LOW,w3,0
es,huelga educación asturias,9900,0,LOW,w3,0
es,dgt resultados examen teórico,9900,1.13,LOW,w3,12
es,clasificación real murcia,9900,0,LOW,w3,10
es,dgt examen práctico,9900,1.99,LOW,w3,50
es,sede exámenes dgt,9900,0.69,LOW,w3,55
es,clasificacion real murcia,9900,0,LOW,w3,3
es,clasificación real sociedad,9900,0,LOW,w3,0
es,calendario escolar asturias 2025,9900,0,LOW,w3,8
es,dgt resultados exámenes teóricos,9900,1.13,LOW,w3,
es,real sociedad partidos,9900,0.46,LOW,w3,3
es,huelga educacion asturias,9900,0,LOW,w3,0
es,dgt carreteras,9900,1.7,LOW,w3,28
es,traductor de aleman a español,9900,0.58,LOW,w3,27
es,centro de exámenes dgt,9900,0.73,LOW,w3,47
es,equipo a,9900,0.02,MEDIUM,w3,3
es,entrenador real sociedad,9900,0,LOW,w3,0
es,traductor de español a italiano,9900,0.53,LOW,w3,36
es,entrenador-real sociedad,9900,0,LOW,w3,5
es,real sociedad clasificación,9900,0,LOW,w3,2
es,real sociedad clasificacion,9900,0,LOW,w3,12
es,dgt resultado examen teórico,9900,1.13,LOW,w3,12
es,clasificacion real sociedad,9900,0,LOW,w3,2
es,resultado dgt examen teorico,9900,1.13,LOW,w3,11
es,pago tasas dgt,9900,0.54,LOW,w3,14
es,pago tasa dgt,9900,0.54,LOW,w3,10
pt,linha saude 24,9900,1.51,LOW,w3,13
pt,linha azul metro,9900,0.55,LOW,w3,10
pt,fertagus horários,9900,0,LOW,w3,6
pt,linha vermelha,9900,0,LOW,w3,1
pt,greve geral 11 e 12 dezembro,9900,0,LOW,w3,0
pt,restaurantes povoa de varzim,9900,0.17,LOW,w3,0
pt,horário,9900,0.97,LOW,w3,36
pt,metrô linha azul,9900,0.55,LOW,w3,5
pt,horários carris metropolitana,9900,0.45,LOW,w3,9
pt,metro linha azul,9900,0.55,LOW,w3,7
pt,metro reboleira,9900,0.71,LOW,w3,0
es,tren noticias,9900,0,LOW,w3,7
es,noticias españa ultima hora,9900,0.52,LOW,w3,100
es,horarios arriva,9900,1.35,LOW,w3,0
es,incendio hoy en españa,9900,0,LOW,w3,27
es,noticia tren,9900,0,LOW,w3,7
es,trenes noticias,9900,0,LOW,w3,15
es,el tiempo radar,9900,0.29,LOW,w3,88
es,emisoras de radio españa,9900,0.03,LOW,w3,88
es,noticias tren,9900,0,LOW,w3,0
es,cortar por la línea de puntos,9900,0,LOW,w3,0
es,ventanas leroy merlin,9900,0.12,HIGH,w3,0
es,cortar por la linea de puntos,9900,0,LOW,w3,0
es,coches deportivos,9900,0.65,LOW,w3,3
es,coches pequeños,9900,0.64,HIGH,w3,4
es,estación de recarga de vehículos eléctricos,9900,1.08,LOW,w3,34
es,tableros leroy merlin,9900,0.06,HIGH,w3,0
es,ejercicios de fuerza en casa,9900,0.35,HIGH,w3,0
es,platos de ducha leroy merlin,9900,0.13,HIGH,w3,0
es,estanteria leroy merlin,9900,0.12,HIGH,w3,0
es,estanterias leroy merlin,9900,0.21,HIGH,w3,0
es,cargador,9900,0.34,HIGH,w3,0
es,limpieza coche,9900,0.54,MEDIUM,w3,0
es,hard rock cafe valencia,9900,0.22,LOW,w3,0
es,chat terra valencia,9900,0,LOW,w3,0
es,sushi valencia,9900,0.27,LOW,w3,0
es,alerta roja valencia lluvias,9900,0,LOW,w3,33
es,carrefour valencia,9900,0.12,LOW,w3,12
es,masajes valencia,9900,0.62,MEDIUM,w3,0
es,desguaces valencia,9900,0.69,MEDIUM,w3,23
es,fnac valencia,9900,0.04,MEDIUM,w3,16
es,tren alicante valencia,9900,0.84,MEDIUM,w3,0
es,sofás valencia,9900,0.43,HIGH,w3,0
es,tiempo 14 días valencia,9900,0,LOW,w3,30
es,druni valencia,9900,0.21,MEDIUM,w3,0
es,airbnb valencia,9900,0.57,MEDIUM,w3,26
es,cope valencia,9900,0.03,LOW,w3,8
es,bauhaus valencia paterna,9900,0.09,LOW,w3,6
es,bonaire valencia,9900,0.19,LOW,w3,20
es,alerta roja valencia: lluvias,9900,0,LOW,w3,11
es,marina beach club valencia,9900,0.75,LOW,w3,11
es,avenida de bruselas,9900,0.25,LOW,w3,0
es,primus valencia,9900,0.79,HIGH,w3,4
es,bauhaus valencia-paterna,9900,0.09,LOW,w3,1
es,avenida de roma,9900,0.48,LOW,w3,0
es,escape room valencia,9900,0.79,MEDIUM,w3,29
es,avenida de america,9900,0.43,LOW,w3,1
es,hipercor valencia,9900,0.24,LOW,w3,6
es,maps zaragoza,9900,0.03,LOW,w3,33
es,escape rooms valencia,9900,0.79,MEDIUM,w3,0
es,avenida manoteras,9900,0.22,LOW,w3,0
es,teatro valencia,9900,0.57,LOW,w3,40
es,jefatura provincial de trafico de valencia,9900,0.45,LOW,w3,12
es,ac hotel valencia,9900,0.83,LOW,w3,0
es,alerta naranja valencia,9900,0,LOW,w3,33
es,vuelos valencia,9900,0.44,MEDIUM,w3,0
es,mercadona valencia,9900,0.23,LOW,w3,19
es,estación de esquí,9900,0.71,LOW,w3,24
es,marea en vigo,9900,0,LOW,w3,0
es,colombo bilbao,9900,1.41,LOW,w3,0
es,el tiempo: bilbao por horas,9900,0,LOW,w3,15
es,mareas en vigo,9900,0,LOW,w3,0
es,casco viejo bilbao,9900,1.55,LOW,w3,2
es,estación de málaga-maría zambrano,9900,0.18,LOW,w3,0
es,hotel bilbao,9900,1.94,HIGH,w3,7
es,estación de tren de fuengirola,9900,0.24,LOW,w3,0
es,previsión tiempo bilbao,9900,0,LOW,w3,33
es,previsión del tiempo bilbao,9900,0,LOW,w3,36
es,farmacia de guardia bilbao,9900,0.11,LOW,w3,4
es,hoteles bilbao,9900,1.26,HIGH,w3,7
es,estación de tren fuengirola,9900,0.24,LOW,w3,0
es,decathlon bilbao,9900,0.23,HIGH,w3,44
es,axel hotel bilbao,9900,0.66,MEDIUM,w3,0
es,estación de tren benalmádena-arroyo de la miel,9900,0,LOW,w3,0
es,prevision del tiempo bilbao,9900,0,LOW,w3,33
es,hotel hesperia bilbao,9900,1.55,LOW,w3,0
es,prevision tiempo bilbao,9900,0,LOW,w3,54
es,estación de autobuses de gijón,9900,0.75,LOW,w3,0
es,estación de guaguas,9900,0.19,LOW,w3,11
es,mejores hipotecas fijas,9900,2.39,HIGH,w3,20
es,cuando es mas barata la luz hoy,9900,1.25,LOW,w3,9
es,pisos en venta sevilla,9900,0.16,MEDIUM,w3,0
es,recambios 10,9900,0.44,HIGH,w3,16
es,alarma de lluvia,9900,0.36,LOW,w3,37
pt,dia da mulher 2026,9900,1.22,LOW,w3,3
pt,presidenciais 2026 sondagem,9900,0,LOW,w3,0
pt,mudança de hora 2026,9900,0.02,LOW,w3,0
pt,ultima hora,9900,0.99,LOW,w3,100
pt,onde votar presidenciais 2026,9900,0,LOW,w3,0
pt,linhas vermelhas,9900,0,LOW,w3,6
pt,cruz vermelha,9900,3.25,LOW,w3,66
pt,presidenciais 2026 sondagens,9900,0,LOW,w3,10
pt,jogos olímpicos de inverno 2026,9900,0,LOW,w3,6
pt,sporting loja verde,9900,0.1,MEDIUM,w3,20
pt,preço do petroleo,9900,1.42,LOW,w3,24
pt,gasolina preço,9900,1.49,LOW,w3,22
pt,preço,9900,1.57,LOW,w3,19
pt,preço petroleo,9900,1.03,LOW,w3,23
pt,petroleo preço,9900,1.42,LOW,w3,17
pt,cinema alegro setúbal,9900,0,LOW,w3,4
es,aeropuerto de londres-heathrow,9900,1.53,LOW,w3,13
es,parking aeropuerto valencia,9900,0.78,HIGH,w3,7
es,aeropuerto de bruselas,9900,1.44,LOW,w3,0
es,hilton madrid airport,9900,1.35,LOW,w3,0
pt,restaurantes ponte de lima,9900,0.11,LOW,w3,0
es,port alicante,9900,0.36,LOW,w3,8
es,surfhouse barcelona,9900,0.27,LOW,w3,0
pt,hotel baia cascais,9900,0.74,LOW,w3,2
pt,parque natural de sintra-cascais,9900,0.33,LOW,w3,7
pt,baia de cascais,9900,0.32,LOW,w3,10
es,seguimiento pedido,9900,0.72,LOW,w3,83
es,seguimiento paack,9900,0.53,LOW,w3,2
es,seguimiento envios,9900,0.92,LOW,w3,93
es,arriva horarios,9900,1.35,LOW,w3,0
es,noticias juridicas,9900,1.15,LOW,w3,99
es,marca noticias,9900,0,LOW,w3,44
es,noticias en marca,9900,0,LOW,w3,46
es,renfe estaciones,9900,0.09,LOW,w3,47
es,noticias plasencia,9900,0,LOW,w3,30
es,metros horarios,9900,0.13,LOW,w3,47
es,noticias: rusia,9900,0,LOW,w3,33
es,tib horarios,9900,0,LOW,w3,81
es,nh valencia las ciencias,9900,1.49,MEDIUM,w3,0
es,alquiler pisos burgos,9900,0.27,LOW,w5,0
es,go fit las palmas,9900,0.6,LOW,w5,10
es,alicante alquiler pisos,9900,0.37,LOW,w5,0
es,alquiler piso alicante,9900,0.37,LOW,w5,0
es,go fit piscinas san miguel,9900,0.42,LOW,w5,5
es,alquiler piso cordoba,9900,0.26,LOW,w5,0
es,alquiler coche sevilla,9900,2.59,HIGH,w5,8
es,pisos alquiler santander,9900,0.18,LOW,w5,0
es,alquiler coche fuerteventura,9900,3.14,HIGH,w5,0
es,innside by meliá palma bosque,9900,1.09,LOW,w5,0
es,hotel todo incluido tenerife,9900,1.3,HIGH,w5,0
es,restaurantes palma,9900,0.38,LOW,w5,0
es,ofertas aldi,9900,0.07,LOW,w5,46
es,infojobs ofertas,9900,0.69,LOW,w5,82
es,caixabank teléfono,9900,1.86,LOW,w5,26
es,bmw configurador,9900,0.12,MEDIUM,w5,6
es,foro bmw motos,9900,0,LOW,w5,27
es,carnet de moto,9900,0.7,LOW,w5,14
es,milanuncios empleo,9900,1.41,LOW,w5,0
es,taller coche,9900,0.67,LOW,w5,64
es,honda coches,9900,0.46,MEDIUM,w5,48
es,coches chinos,9900,0.47,HIGH,w5,0
es,marcas de coches chinos,9900,0.53,MEDIUM,w5,0
es,parasol coche,9900,0.21,HIGH,w5,0
es,evo coches,9900,0.5,HIGH,w5,0
es,coches segunda mano automaticos,9900,0.43,HIGH,w5,0
es,lotus coches,9900,0.18,LOW,w5,0
es,coche suv,9900,0.72,HIGH,w5,0
es,coche teledirigido,9900,0.17,HIGH,w5,0
es,coche mini,9900,0.43,MEDIUM,w5,0
es,omoda coches,9900,0.47,HIGH,w5,0
es,ofertas el corte ingles,9900,0.14,HIGH,w5,25
es,chollos ultima hora,9900,0.31,HIGH,w5,27
pt,mais pessoas ticket pt,9900,0,LOW,w5,0
pt,solverde pt,9900,0.6,MEDIUM,w5,12
pt,cabeceiras pt,9900,0.37,HIGH,w5,0
es,retribucions funcionaris 2025,9900,0,LOW,w5,11
es,tarjeta prepago,9900,2.35,HIGH,w5,15
es,apple descuento estudiantes,9900,0.05,MEDIUM,w5,6
es,bonos activa comercio 2025,9900,0,LOW,w5,0
es,ipc diciembre 2025,9900,0,LOW,w5,12
es,cupon descuento shein,9900,0.54,HIGH,w5,0
es,tarjeta roja vivo,9900,0,LOW,w5,0
es,cupon descuento mediamarkt,9900,0.82,HIGH,w5,0
es,cuota autonomos 2025,9900,0.71,LOW,w5,14
es,retribuciones funcionarios 2025,9900,0,LOW,w5,11
es,calculo retenciones 2025,9900,0,LOW,w5,19
es,tarjeta buscyl,9900,0,LOW,w5,0
es,donde comprar,9900,0.69,MEDIUM,w5,100
es,tarjeta regalo el corte ingles,9900,0.37,HIGH,w5,0
es,sueldo funcionario 2025,9900,0,LOW,w5,6
es,sueldos funcionarios 2025,9900,0,LOW,w5,1
es,sueldo funcionarios 2025,9900,0,LOW,w5,2
es,tarjeta correos prepago,9900,3.64,LOW,w5,0
pt,apagão #europa,9900,0,LOW,w5,13
pt,apagão europa,9900,0,LOW,w5,1
pt,sorteio liga europa,9900,1.32,LOW,w5,6
pt,tempo para londres,9900,0,LOW,w5,0
pt,tempo londres,9900,0,LOW,w5,19
pt,passagens para o brasil,9900,0.61,HIGH,w5,20
es,codigos postales malaga,9900,0,LOW,w5,0
es,estación de servicio bonarea,9900,0.15,LOW,w5,12
es,el tiempo en malaga aemet,9900,0,LOW,w5,64
es,chat gay malaga,9900,0.56,LOW,w5,0
es,ibis budget málaga centro,9900,0.65,LOW,w5,0
es,estación de servicio campsa express,9900,0.6,LOW,w5,0
es,el merendero de antonio martín restaurante málaga,9900,0,LOW,w5,0
es,tiempo malaga aemet,9900,2.87,LOW,w5,56
es,estación de tren benalmádena arroyo de la miel,9900,0,LOW,w5,0
es,tiempo aemet malaga,9900,2.87,LOW,w5,20
es,malaga tiempo aemet,9900,2.87,LOW,w5,17
es,tiempo en malaga aemet,9900,2.87,LOW,w5,16
es,coleccion museo ruso malaga,9900,0.19,LOW,w5,11
es,el tiempo en estación de cártama,9900,0,LOW,w5,13
es,parking cerca,9900,0.1,LOW,w5,41
es,parking camiones,9900,0.46,LOW,w5,0
es,el prat departures,9900,1.3,LOW,w5,7
es,parking atocha,9900,1.24,MEDIUM,w5,11
es,parkholi parking turístico,9900,0.25,LOW,w5,0
es,billetes avion,9900,0.62,HIGH,w5,76
es,pisos en venta vigo,9900,0.08,MEDIUM,w5,0
es,horarios banco santander,9900,2.12,LOW,w5,25
pt,seguro auto,9900,3.85,HIGH,w5,20
pt,verificar seguro pela matricula,9900,3.01,LOW,w5,0
es,renfe cercanias sevilla horarios,9900,0,LOW,w5,3
es,vuelta a burgos 2025,9900,0,LOW,w5,29
es,horarios cercanías renfe sevilla,9900,0,LOW,w5,22
es,seguros mapfre,9900,2.33,LOW,w10,
es,seguro de decesos,9900,9.39,HIGH,w10,
es,codigo postal malaga,9900,0,LOW,w10,
es,malaga codigo postal,9900,0,LOW,w10,
es,lluvia en sevilla,9900,0,LOW,w10,
es,aire acondicionado mitsubishi,9900,0.42,HIGH,w10,
es,horario cercanias sevilla,9900,0,LOW,w10,
es,horario tokio,9900,0,LOW,w10,
es,horario new york,9900,0,LOW,w10,
es,horario guatemala,9900,0,LOW,w10,
es,horarios en méxico,9900,0,LOW,w10,
es,buenos aires horario,9900,0,LOW,w10,
es,horarios en new york,9900,0,LOW,w10,
es,horario en new york,9900,0,LOW,w10,
es,barcelona madrid train,9900,1.95,HIGH,w10,
es,real madrid zaragoza,9900,0.14,LOW,w10,
es,dgt barcelona,9900,1.62,LOW,w10,
es,l3 metro barcelona,9900,0.09,LOW,w10,
es,alerta sanitaria queso entrepinares,9900,0,LOW,w10,
es,hospital sant pau barcelona,9900,0.16,LOW,w10,
es,aemet antequera,9900,0,LOW,w10,
pt,hotel sesimbra,9900,0.58,HIGH,w10,
es,operación púnica,9900,0,LOW,w10,
es,ley 1/2025,9900,0.9,LOW,w10,
es,ley organica 1/2025,9900,0.78,LOW,w10,
es,calendario escolar cantabria 2025,9900,0,LOW,w10,
es,trafico dgt,9900,1.54,LOW,w10,
es,horarios cercanias sevilla,9900,0,LOW,w10,
pt,colombo lojas,9900,0.04,LOW,w10,
pt,norte shopping lojas,9900,0.03,LOW,w10,
es,incendio tarifa,9900,0,LOW,w10,
es,incendio en tarifa,9900,0,LOW,w10,
es,incendios tarifa,9900,0,LOW,w10,
es,incendios en tarifa,9900,0,LOW,w10,
es,tesla model x,9900,0.22,MEDIUM,w10,
es,tesla model s,9900,0.14,MEDIUM,w10,
es,tesla model 3 precio,9900,0.5,MEDIUM,w10,
es,tren malaga,9900,0.57,MEDIUM,w10,
es,san isidro estacion,9900,1.94,LOW,w10,
es,estacion de tren santiago de compostela,9900,2.52,LOW,w10,
es,fuengirola estacion de tren,9900,0.24,LOW,w10,
es,estacion de tren fuengirola,9900,0.24,LOW,w10,
es,estacion de tren de fuengirola,9900,0.24,LOW,w10,
es,cargador inalambrico iphone,9900,0.21,HIGH,w10,
es,mañana es festivo,9900,0,LOW,w10,
es,hasta mañana,9900,0,LOW,w10,
es,tiempo granada mañana,9900,0,LOW,w10,
es,tiempo murcia mañana,9900,0,LOW,w10,
es,el tiempo mañana valencia,9900,0,LOW,w10,
es,tiempo: alicante mañana,9900,0,LOW,w10,
es,el tiempo valencia mañana,9900,0,LOW,w10,
es,el tiempo mañana en valencia,9900,0,LOW,w10,
es,el tiempo en valencia mañana,9900,0,LOW,w10,
es,lluvias de estrellas agosto 2025,9900,0,LOW,w10,
pt,setembro,9900,0,LOW,w10,
pt,ondas,9900,0,LOW,w10,
es,smn tormentas granizo,9900,0,LOW,w10,
es,cita previa ayuntamiento,9900,0,LOW,w10,
es,empresa de limpieza,9900,2.15,MEDIUM,w10,
es,ibiza spotlight,9900,0.03,LOW,w10,
es,punta galera ibiza,9900,0.18,LOW,w10,
es,zona horaria españa,9900,0,LOW,w10,
es,chat terra españa,9900,0,LOW,w10,
es,cordoba españa,9900,0.91,LOW,w10,
es,calles de santiago,9900,0.29,LOW,w10,
es,españa zona horaria,9900,0,LOW,w10,
es,hora en portugal,9900,0,LOW,w10,
es,portugal hora,9900,0,LOW,w10,
es,hora brasília,9900,0,LOW,w10,
es,hora no brasil,9900,0,LOW,w10,
es,hora do brasil,9900,0,LOW,w10,
es,eltiempo.es valencia,9900,0.03,LOW,w10,
es,aemet valencia 7 días,9900,0,LOW,w10,
es,tiempo en valencia 14 dias,9900,0,LOW,w10,
es,almalibre açaí house valencia,9900,0.2,LOW,w10,
es,tiempo en 14 dias valencia,9900,0,LOW,w10,
es,voltereta bali restaurante en valencia,9900,0,LOW,w10,
es,sacyl cita previa,9900,0,LOW,w10,
es,pedir cita pasaporte,9900,1.16,LOW,w10,
es,cita previa renovacion pasaporte,9900,0.89,LOW,w10,
es,pedir cita inem,9900,0.79,LOW,w10,
es,cita para el paro,9900,2.48,LOW,w10,
es,cita demanda de empleo,9900,0.37,LOW,w10,
es,pedir cita extranjeria,9900,1.47,LOW,w10,
es,cita para seguridad social,9900,1.46,LOW,w10,
es,cita para extranjería,9900,0.83,LOW,w10,
es,pedir cita extranjería,9900,1.47,LOW,w10,
es,playa de zarautz,9900,2.42,LOW,w10,
es,playa de la cantería,9900,0.19,LOW,w10,
es,playa de la antilla,9900,0.87,LOW,w10,
es,playa de la garita,9900,0.84,LOW,w10,
pt,folheto continente desta semana,9900,0.09,LOW,w10,
pt,pingo doce folheto fim de semana,9900,0.05,LOW,w10,
pt,folheto fim de semana pingo doce,9900,0.05,LOW,w10,
es,centro de especialidades periférico moratalaz,9900,0.25,LOW,w10,
es,hm españa,9900,0.28,HIGH,w10,
es,lluvias españa,9900,0,LOW,w10,
es,time españa,9900,1.62,LOW,w10,
es,incendios en españa hoy,9900,0,LOW,w10,
es,borrasca lluvias españa,9900,0,LOW,w10,
es,horas de españa,9900,0,LOW,w10,
es,zona horaria en españa,9900,0,LOW,w10,
es,central nucleares en españa,9900,0.02,LOW,w10,
es,incendios hoy en españa,9900,0,LOW,w10,
es,retrasos renfe,8100,0,LOW,seed,18
es,estación Zaragoza Delicias,8100,0.62,LOW,seed,2
es,aeropuerto Gran Canaria,8100,2.24,LOW,seed,0
es,aeropuerto Tenerife Sur,8100,1.13,LOW,seed,1
es,ferry Barcelona Mallorca,8100,1.44,HIGH,seed,0
es,ferry Denia Ibiza,8100,1.48,HIGH,seed,5
es,puerto de Palma,8100,0.22,LOW,seed,1
es,contaminación,8100,0,LOW,seed,15
es,mapa Barcelona,8100,0.2,LOW,seed,26
pt,alfa pendular,8100,1.2,LOW,seed,29
pt,castro electrónica porto,8100,0.03,LOW,w3,0
pt,ipo lisboa,8100,6.64,LOW,w3,13
pt,ups portugal,8100,0.94,LOW,w3,5
pt,bk portugal,8100,0.08,LOW,w3,15
pt,primark portugal,8100,0.6,LOW,w3,7
es,partido tenerife,8100,0,LOW,w3,17
es,día de canarias,8100,0,LOW,w3,0
es,ayuntamiento barcelona,8100,0.04,LOW,w3,100
es,besta barcelona,8100,0.49,LOW,w3,0
es,hotel vilamari barcelona,8100,1.05,LOW,w3,0
es,puerto pollensa,8100,1.58,LOW,w3,0
es,la barra barcelona,8100,0.3,LOW,w3,0
es,vuelos barcelona roma,8100,0.82,HIGH,w3,0
es,ferry denia formentera,8100,1.25,HIGH,w3,0
es,chat canarias,8100,1.29,LOW,w3,0
es,alquiler coches barcelona,8100,2.27,HIGH,w3,13
es,ayuntamiento santa cruz de tenerife,8100,0.05,LOW,w3,43
es,calima canarias,8100,0,LOW,w3,0
es,el tiempo en las islas,8100,0,LOW,w3,42
es,terremotos en tenerife,8100,0,LOW,w3,0
es,mapa gran canaria,8100,0.03,LOW,w3,10
es,linea 3 metro barcelona,8100,0,LOW,w3,0
es,piscinas naturales tenerife,8100,0.4,LOW,w3,0
es,windguru barcelona,8100,0,LOW,w3,0
es,cádiz mirandes,8100,0,LOW,w3,0
es,metro barcelona linea 3,8100,0,LOW,w3,0
es,ajuntament barcelona,8100,0.04,LOW,w3,86
es,hoteles en huelva,8100,0.83,HIGH,w3,0
es,apolo barcelona,8100,0.8,LOW,w3,11
es,temperatura tenerife,8100,0.09,LOW,w3,11
es,leganés-cádiz,8100,0,LOW,w3,0
es,antilla barcelona,8100,0.19,LOW,w3,0
es,metro de barcelona linea 3,8100,0,LOW,w3,0
es,casa tomas tenerife,8100,0.38,LOW,w3,0
es,terremoto tenerife,8100,0,LOW,w3,0
es,tenerife hora,8100,0,LOW,w3,0
es,hotel havana barcelona,8100,0.92,LOW,w3,10
es,puerto de mazarron,8100,0.9,LOW,w3,4
es,partido del tenerife,8100,0,LOW,w3,9
es,disfrutar barcelona,8100,1.89,LOW,w3,7
es,hotel colonial barcelona,8100,1.26,LOW,w3,0
es,tragaluz barcelona,8100,1.94,LOW,w3,10
es,marea en huelva,8100,0,LOW,w3,0
es,teleferico del puerto,8100,0.33,LOW,w3,8
es,consulado de bolivia en barcelona,8100,0.54,LOW,w3,13
es,cb canarias valencia,8100,0,LOW,w3,0
es,descarrila tren barcelona,8100,0,LOW,w3,13
es,lucciano's barcelona,8100,0.37,LOW,w3,0
es,hora tenerife,8100,0,LOW,w3,0
es,picú puerto banús,8100,0.3,LOW,w3,0
es,marea huelva,8100,0,LOW,w3,0
es,festivos barcelona,8100,0.02,LOW,w3,0
es,ferry valencia mallorca,8100,1.18,HIGH,w3,9
es,teleférico del puerto,8100,0.33,LOW,w3,0
es,hotel tenerife,8100,1.33,HIGH,w3,16
es,etnia barcelona,8100,0.36,HIGH,w3,0
es,alquiler barcelona,8100,0.59,LOW,w3,3
es,terremoto en tenerife,8100,0,LOW,w3,0
es,puerto de la ragua,8100,0.18,LOW,w3,0
es,restaurante puerto rico,8100,0.4,LOW,w3,0
es,serras barcelona,8100,1.05,LOW,w3,0
es,prealerta canarias,8100,0,LOW,w3,16
es,picú puerto banus,8100,0.3,LOW,w3,0
es,puerto de naos,8100,1.14,LOW,w3,0
es,meteosat barcelona,8100,0,LOW,w3,73
es,puerto sagunto tiempo,8100,0,LOW,w3,11
es,puerto deportivo,8100,0.29,LOW,w3,24
es,bubó barcelona,8100,0.36,LOW,w3,3
es,corte ingles barcelona,8100,0.13,LOW,w3,15
es,horarios renfe valencia,8100,0.63,LOW,w3,39
es,ayuntamiento de santa cruz tenerife,8100,0.05,LOW,w3,20
es,mareas huelva,8100,0,LOW,w3,0
es,amazonia açaí tenerife,8100,0.44,LOW,w3,8
es,barcelona eada,8100,3.53,LOW,w3,17
es,alquiler de coches barcelona,8100,2.2,HIGH,w3,13
es,vuelos barcelona,8100,0.73,MEDIUM,w3,16
es,gaudi barcelona,8100,1.11,LOW,w3,16
es,corachan barcelona,8100,1.44,LOW,w3,16
es,aemet puerto de la cruz,8100,0,LOW,w3,23
es,platano de canarias,8100,0.07,LOW,w3,52
es,el medano tenerife,8100,1.22,LOW,w3,16
es,hoteles tenerife,8100,1.3,HIGH,w3,0
es,infecar feria de gran canaria,8100,0.52,LOW,w3,15
es,cádiz mirandés,8100,0,LOW,w3,0
es,canarias mapas,8100,0.03,LOW,w3,33
es,barcelona metropolitana,8100,0.43,LOW,w3,29
es,puerto de santander,8100,0.5,LOW,w3,8
es,zaragoza como llegar,8100,0.62,LOW,w3,3
es,la selva barcelona,8100,0.54,LOW,w3,0
es,hospital san juan de dios tenerife,8100,0.29,LOW,w3,0
es,adeje tenerife,8100,1.01,LOW,w3,28
es,calle canarias,8100,0.37,LOW,w3,4
es,ole tropical tenerife,8100,0.96,LOW,w3,0
es,mareas tenerife,8100,0,LOW,w3,0
es,hotel cram barcelona,8100,1.06,LOW,w3,0
es,mango outlet canarias,8100,0.37,HIGH,w3,7
es,ayto santa cruz de tenerife,8100,0.05,LOW,w3,48
es,hotel barcelona catedral,8100,0.78,LOW,w3,0
es,puerto de santa maria tiempo,8100,0,LOW,w3,15
es,tiempo en el puerto,8100,0,LOW,w3,55
es,mareas en huelva,8100,0,LOW,w3,0
es,barcelona-roma vuelos,8100,0.82,HIGH,w3,0
es,dia de canarias,8100,0,LOW,w3,0
es,puerto cristal,8100,0.25,LOW,w3,0
es,diarios de huelva,8100,0,LOW,w3,100
es,occidental puerto banus,8100,1.41,LOW,w3,0
es,el tiempo puerto,8100,0,LOW,w3,23
es,ayuntamientos santa cruz de tenerife,8100,0.05,LOW,w3,24
es,tren zaragoza barcelona,8100,0.86,HIGH,w3,0
es,tiempo puerto sagunto,8100,0,LOW,w3,1
es,huelva mareas,8100,0,LOW,w3,0
es,el tiempo gran canaria,8100,0.01,LOW,w3,32
es,tenerife sur,8100,0.75,LOW,w3,3
es,islas jonicas,8100,0.74,LOW,w3,0
es,ayuntamiento el puerto de santa maria,8100,0.28,LOW,w3,21
es,santa cruz de tenerife ayuntamiento,8100,0.05,LOW,w3,60
es,terremotos tenerife,8100,0,LOW,w3,2
es,línea 3 metro barcelona,8100,0,LOW,w3,0
es,partidos tenerife,8100,0,LOW,w3,11
es,c d tenerife hoy,8100,0,LOW,w3,25
es,metro linea 3 barcelona,8100,0,LOW,w3,1
es,pastébcn pastelería en barcelona,8100,0.06,LOW,w3,0
es,incendio barcelona,8100,0,LOW,w3,0
es,viajes a tenerife,8100,0.74,HIGH,w3,11
es,citadines ramblas barcelona,8100,1.53,LOW,w3,0
es,tren barcelona zaragoza,8100,0.81,HIGH,w3,0
es,partidos del tenerife,8100,0,LOW,w3,11
es,puerto escondido,8100,1.13,LOW,w3,4
es,agapea tenerife,8100,0.23,LOW,w3,8
