country,keyword,search_volume,cpc,competition,competition_level,source,monthly_searches,difficulty
es,tren madrid galicia,6600,0.43,0.59,MEDIUM,expansion,0,
es,metro zonas madrid,6600,0,0,LOW,expansion,0,
es,derrumbe en madrid,6600,0,0,LOW,expansion,0,
es,idealista guadalajara,6600,0.53,0.02,LOW,expansion,0,
es,mapa de cataluña,6600,0.04,0.11,LOW,expansion,0,
es,estacion atocha madrid,6600,0.1,0.22,LOW,expansion,0,
es,accidente madrid,6600,0,0,LOW,expansion,0,
es,calle alcala madrid,6600,1.46,0.02,LOW,expansion,0,
es,farmacia madrid,6600,0.83,0.27,LOW,expansion,0,
es,zonas metro madrid,6600,0,0,LOW,expansion,0,
es,mapa mudo españa,6600,0.04,0.25,LOW,expansion,0,
es,accidentes en madrid,6600,0,0,LOW,expansion,0,
es,grados madrid,6600,3.24,0.16,LOW,expansion,0,
es,código postal de madrid,6600,0,0,LOW,expansion,0,
es,guadalajara pueblos negros,6600,0.74,0.02,LOW,expansion,0,
es,eurobuilding madrid,6600,1.63,0.41,MEDIUM,expansion,0,
es,el pais madrid,6600,2.41,0,LOW,expansion,0,
es,mapa ciudades españa,6600,0.03,0.37,MEDIUM,expansion,0,
es,càlido madrid,6600,0.28,0.05,LOW,expansion,0,
es,ave madrid granada,6600,0.31,0.46,MEDIUM,expansion,0,
es,incendio guadalajara,6600,0,0,LOW,expansion,0,
es,el pardo madrid,6600,0.76,0.04,LOW,expansion,0,
es,madrid españa,6600,0.82,0.02,LOW,expansion,0,
es,horario sydney,6600,0,0,LOW,expansion,0,
es,mapa extremadura,6600,0.03,0.08,LOW,expansion,0,
es,zoologico de madrid,6600,0.37,0.46,MEDIUM,expansion,0,
es,mapa con provincias,6600,0.03,0.21,LOW,expansion,0,
es,hotel emperador madrid,6600,0.89,0.82,HIGH,expansion,0,
es,derrumbamiento en madrid,6600,0,0,LOW,expansion,0,
es,teatro capitol madrid,6600,0.55,0.21,LOW,expansion,0,
es,mapas de comunidad de madrid,6600,0.04,0.03,LOW,expansion,0,
es,museo naval madrid,6600,0.34,0.16,LOW,expansion,0,
es,tren vigo madrid,6600,0.7,0.52,MEDIUM,expansion,0,
es,sala de despiece madrid,6600,0.64,0.06,LOW,expansion,0,
es,parroquia de la santa cruz madrid,6600,0.14,0.07,LOW,expansion,0,
es,ases comunidad de madrid,6600,0,0,LOW,expansion,0,
es,mapa provincias,6600,0.03,0.21,LOW,expansion,0,
es,san rafael madrid,6600,2.03,0.02,LOW,expansion,0,
es,restaurantes guadalajara,6600,0.25,0.02,LOW,expansion,0,
es,tardeo madrid,6600,0.29,0.06,LOW,expansion,0,
es,filandon madrid,6600,1.39,0.07,LOW,expansion,0,
es,camping madrid,6600,0.62,0.3,LOW,expansion,0,
es,madrid capital tiempo,6600,0,0,LOW,expansion,0,
es,tren oviedo madrid,6600,0.78,0.56,MEDIUM,expansion,0,
es,mapa de europa con capitales,6600,0.03,0.32,LOW,expansion,0,
es,renfe sevilla madrid,6600,0.83,0.43,MEDIUM,expansion,0,
es,aemet nieve madrid,6600,0,0,LOW,expansion,0,
es,albacete madrid,6600,0.55,0.21,LOW,expansion,0,
es,madrid zonas metro,6600,0,0,LOW,expansion,0,
es,bus madrid,6600,0.54,0.25,LOW,expansion,0,
es,mapa comunidad de madrid,6600,0.04,0.03,LOW,expansion,0,
es,hostal abadia madrid,6600,0.76,0.25,LOW,expansion,0,
es,sepe madrid,6600,1.75,0.06,LOW,expansion,0,
es,ave murcia madrid,6600,0.52,0.61,MEDIUM,expansion,0,
es,israel y palestina mapa,6600,0,0,LOW,expansion,0,
es,tren madrid coruña,6600,0.63,0.59,MEDIUM,expansion,0,
es,san gines madrid,6600,0.3,0.12,LOW,expansion,0,
es,arrocería imperial madrid,6600,0.7,0.08,LOW,expansion,0,
es,hostel madrid,6600,2.37,0.69,HIGH,expansion,0,
es,cita dni madrid,6600,0,0,LOW,expansion,0,
es,alojamiento en madrid,6600,1.69,0.75,HIGH,expansion,0,
es,madrid plaza mayor,6600,0.9,0.1,LOW,expansion,0,
es,madrid destino,6600,0.16,0.02,LOW,expansion,0,
es,metro valencia plano,6600,0,0,LOW,expansion,0,
es,línea verde metro barcelona,6600,0,0,LOW,expansion,0,
es,aravaca madrid,6600,1.29,0.08,LOW,expansion,0,
es,vuelo madrid bilbao,6600,0.66,0.74,HIGH,expansion,0,
es,puerta de madrid,6600,1.34,0.04,LOW,expansion,0,
es,hora de ch,6600,0,0,LOW,expansion,0,
es,hora punta,6600,3.04,0,LOW,expansion,0,
es,solicitar,6600,2.8,0.01,LOW,expansion,0,
es,monologos barcelona,6600,0.1,0.51,MEDIUM,expansion,0,
es,hora alemania,6600,0,0,LOW,expansion,0,
es,alquiler pisos ciudad real,6600,0.09,0.03,LOW,expansion,0,
es,vuelos madrid bruselas,6600,0.82,0.72,HIGH,expansion,0,
es,ibis budget aeropuerto barcelona viladecans,6600,0.66,0.11,LOW,expansion,0,
es,logitravel vuelos,6600,0.29,0.59,MEDIUM,expansion,0,
es,restaurante la parra madrid,6600,0.58,0.06,LOW,expansion,0,
es,coches.net madrid,6600,1.01,0.88,HIGH,expansion,0,
es,el corte ingles castellana madrid,6600,0.29,0.27,LOW,expansion,0,
es,vuelos madrid praga,6600,0.54,0.69,HIGH,expansion,0,
es,como llegar valencia,6600,1.56,0.01,LOW,expansion,0,
es,comisaría policía nacional de latina avenida de los poblados madrid,6600,0.46,0.02,LOW,expansion,0,
es,llegadas aeropuerto alicante,6600,0.19,0.01,LOW,expansion,0,
es,tienda real zaragoza,6600,0.12,0.19,LOW,expansion,0,
es,restaurantes madrid centro,6600,0.42,0.28,LOW,expansion,0,
es,hoteles baratos en madrid,6600,1.34,0.75,HIGH,expansion,0,
es,vuelos madrid japon,6600,0.7,0.71,HIGH,expansion,0,
es,discoteca b12 madrid,6600,0.54,0.04,LOW,expansion,0,
es,freiduria las flores 1,6600,0.18,0.06,LOW,expansion,0,
es,cerrajeros madrid,6600,0,0,LOW,expansion,0,
es,vuelos sevilla tenerife,6600,0.65,0.7,HIGH,expansion,0,
es,paris en tren desde madrid,6600,0.27,0.5,MEDIUM,expansion,0,
es,restaurante italiano madrid,6600,0.38,0.24,LOW,expansion,0,
es,tiempo en madrid capital,6600,0,0,LOW,expansion,0,
es,salidas aeropuerto madrid,6600,0.7,0.01,LOW,expansion,0,
es,taxi madrid telefono,6600,0.59,0.53,MEDIUM,expansion,0,
es,codigos postales de madrid,6600,0,0,LOW,expansion,0,
es,cita previa madrid,6600,0.33,0,LOW,expansion,0,
es,código postales de madrid,6600,0,0,LOW,expansion,0,
es,triciclo l restaurante mediterráneo madrid,6600,0.2,0.06,LOW,expansion,0,
es,real sociedad tienda,6600,0.28,0.61,MEDIUM,expansion,0,
es,hotel ibis budget madrid alcorcon móstoles,6600,0.71,0.18,LOW,expansion,0,
es,emt empleados madrid,6600,0,0,LOW,expansion,0,
es,ibis barcelona aeropuerto viladecans,6600,0.73,0.13,LOW,expansion,0,
es,cita previa médico madrid,6600,0.1,0.01,LOW,expansion,0,
es,beytna restaurante árabe madrid,6600,0.13,0.05,LOW,expansion,0,
es,vuelos madrid coruña,6600,0.77,0.73,HIGH,expansion,0,
es,vuelos malaga roma,6600,0.55,0.66,MEDIUM,expansion,0,
es,hotel nh madrid balboa,6600,1.41,0.2,LOW,expansion,0,
es,vuelos madrid sevilla,6600,0.34,0.7,HIGH,expansion,0,
es,habitaciones por horas madrid,6600,0.96,0.53,MEDIUM,expansion,0,
es,toledo como llegar,6600,0.41,0.02,LOW,expansion,0,
es,estación de autobuses ciudad real,6600,0.14,0.09,LOW,expansion,0,
es,sellar paro madrid,6600,0,0,LOW,expansion,0,
es,restaurante terraza margarita i tardeo y cenas en madrid,6600,0.32,0.05,LOW,expansion,0,
es,consulado honduras en madrid,6600,0.49,0.05,LOW,expansion,0,
es,emt madrid empleados,6600,0,0,LOW,expansion,0,
es,horario warner madrid,6600,0.61,0.01,LOW,expansion,0,
es,centro comercial madrid rio,6600,0.06,0.07,LOW,expansion,0,
es,alicante como llegar,6600,0.76,0.04,LOW,expansion,0,
es,vuelo madrid budapest,6600,0.5,0.68,HIGH,expansion,0,
es,wizz vuelos,6600,0.29,0.49,MEDIUM,expansion,0,
es,al mounia restaurante marroquí madrid alta cocina,6600,0.82,0.06,LOW,expansion,0,
es,manifestación palestina madrid,6600,0,0,LOW,expansion,0,
es,al-mounia restaurante marroquí madrid alta cocina,6600,0.82,0.06,LOW,expansion,0,
es,real fabrica de tabacos sevilla,6600,0.19,0.09,LOW,expansion,0,
es,clima mañana en barcelona,6600,0.01,0,LOW,expansion,0,
es,leroy merlin ciudad real,6600,0.31,0.34,MEDIUM,expansion,0,
es,tiempo en madrid centro,6600,0,0,LOW,expansion,0,
es,entradas shakira madrid,6600,1.43,0.38,MEDIUM,expansion,0,
es,vuelos a tailandia,6600,0.42,0.65,MEDIUM,expansion,0,
es,planes madrid hoy,6600,0.37,1,HIGH,expansion,0,
es,hotel nh lagasca madrid,6600,1.82,0.18,LOW,expansion,0,
es,dias festivos madrid 2025,6600,0,0,LOW,expansion,0,
es,hotel con jacuzzi madrid,6600,1.02,0.97,HIGH,expansion,0,
es,mil anuncios madrid,6600,0.48,0.07,LOW,expansion,0,
es,la pollería madrid la pollería oficial,6600,0.23,0.1,LOW,expansion,0,
es,llegadas aeropuerto barajas,6600,0.04,0,LOW,expansion,0,
es,toboganes de madrid rio,6600,0.18,0.09,LOW,expansion,0,
es,uber madrid,6600,0.46,0.29,LOW,expansion,0,
es,twitter real murcia,6600,0,0,LOW,expansion,0,
es,vuelos madrid estambul,6600,1.15,0.64,MEDIUM,expansion,0,
es,vuelos baratos a madrid,6600,0.65,0.76,HIGH,expansion,0,
es,hotel nh madrid lagasca,6600,1.82,0.18,LOW,expansion,0,
es,accidente #tenerife,6600,0,0,LOW,expansion,0,
es,plano metro madrid 2026,6600,0,0,LOW,expansion,0,
es,mango outlet madrid,6600,0.22,0.8,HIGH,expansion,0,
es,igo ramen madrid,6600,0.53,0.06,LOW,expansion,0,
es,vuelos barcelona londres,6600,0.91,0.69,HIGH,expansion,0,
es,tienda real betis,6600,0.04,0.94,HIGH,expansion,0,
es,real fábrica de tabacos sevilla,6600,0.19,0.09,LOW,expansion,0,
es,alojamientos baratos en madrid,6600,1.61,0.77,HIGH,expansion,0,
es,café de oriente palacio real,6600,0.24,0.05,LOW,expansion,0,
es,idealista alquiler madrid,6600,0.68,0.03,LOW,expansion,0,
es,real murcia twitter,6600,0,0,LOW,expansion,0,
es,clima en barcelona mañana,6600,0.01,0,LOW,expansion,0,
es,que ver en ciudad real,6600,0.2,0.39,MEDIUM,expansion,0,
es,vuelos madrid vigo,6600,0.78,0.74,HIGH,expansion,0,
es,mi carpeta madrid,6600,0,0,LOW,expansion,0,
es,cita previa empadronamiento madrid,6600,1.2,0,LOW,expansion,0,
es,vuelos a colombia,6600,0.43,0.74,HIGH,expansion,0,
es,cafe de oriente palacio real,6600,0.3,0.04,LOW,expansion,0,
es,cibeles plaza cibeles madrid,6600,0.19,0.05,LOW,expansion,0,
es,comisaría de policía nacional distrito madrid tetuán,6600,0.38,0.09,LOW,expansion,0,
es,restaurantes italianos madrid,6600,0.49,0.2,LOW,expansion,0,
es,cita para empadronamiento madrid,6600,1.04,0,LOW,expansion,0,
es,vuelos alicante roma,6600,0.54,0.68,HIGH,expansion,0,
es,vuelos a berlin,6600,0.53,0.66,MEDIUM,expansion,0,
es,hotel nh collection madrid palacio de tepa,6600,1.12,0.18,LOW,expansion,0,
es,peluquerias low cost,6600,0.31,0.06,LOW,expansion,0,
es,precio de la electricidad hoy,6600,1.17,0.08,LOW,expansion,0,
es,bono comercio valencia,6600,0,0,LOW,expansion,0,
es,repsol luz y gas,6600,4.69,0.58,MEDIUM,expansion,0,
es,aerotermia precio,6600,1.53,0.95,HIGH,expansion,0,
es,casas prefabricadas baratas,6600,0.12,1,HIGH,expansion,0,
es,cotización de repsol,6600,0.16,0,LOW,expansion,0,
es,ebro s400 precios,6600,0.59,0.97,HIGH,expansion,0,
es,precio cobre,6600,0.89,0.01,LOW,expansion,0,
es,cupra formentor precio,6600,1.16,0.96,HIGH,expansion,0,
es,tartas mercadona precio,6600,0.59,0.01,LOW,expansion,0,
es,tabaco precio,6600,0,0,LOW,expansion,0,
es,precio oro tiempo real,6600,0.12,0.02,LOW,expansion,0,
es,precio aceite de oliva virgen extra,6600,0.21,0.98,HIGH,expansion,0,
es,precio luz mañana por horas,6600,2.76,0.01,LOW,expansion,0,
es,ebro s400 precio,6600,0.59,0.97,HIGH,expansion,0,
es,acciones de repsol,6600,1.13,0.03,LOW,expansion,0,
es,caixabank línea abierta,6600,1.91,0,LOW,expansion,0,
es,comprar piso valencia,6600,0.2,0.58,MEDIUM,expansion,0,
es,disney precio,6600,0.99,0.27,LOW,expansion,0,
es,mejores moviles calidad precio,6600,0.5,1,HIGH,expansion,0,
es,rolex precios,6600,0.75,0.92,HIGH,expansion,0,
es,dni renovación precio,6600,0.02,0,LOW,expansion,0,
es,foro repsol investing,6600,1.05,0.01,LOW,expansion,0,
es,mercadona productos y precios,6600,1.05,0.02,LOW,expansion,0,
es,precio tesla,6600,0.42,0.41,MEDIUM,expansion,0,
es,precio renovacion dni,6600,0.02,0,LOW,expansion,0,
es,seat ateca precio,6600,0.8,0.96,HIGH,expansion,0,
es,dividendos repsol,6600,0.19,0.03,LOW,expansion,0,
es,pizarra de precios de agroponiente,6600,0,0,LOW,expansion,0,
es,cotizacion repsol hoy,6600,1.47,0.01,LOW,expansion,0,
es,mg zs precio,6600,0.51,0.37,MEDIUM,expansion,0,
es,precio nintendo switch 2,6600,0.24,0.99,HIGH,expansion,0,
es,invisalign precio,6600,4.77,0.6,MEDIUM,expansion,0,
es,metro moncloa,6600,0,0,LOW,expansion,0,
es,metro gregorio marañón,6600,0.18,0.07,LOW,expansion,0,
es,mirador de montjuïc 1,6600,0.1,0.02,LOW,expansion,0,
es,casa domingo,6600,0.47,0.02,LOW,expansion,0,
es,noticias álava,6600,0,0,LOW,expansion,0,
es,metro guzmán el bueno,6600,0.19,0.04,LOW,expansion,0,
es,noticias marbella,6600,0,0,LOW,expansion,0,
es,aeropuerto fuerteventura,6600,2.76,0.06,LOW,expansion,0,
es,aeropuerto castellon,6600,0.27,0.05,LOW,expansion,0,
es,metro barajas,6600,0.36,0.05,LOW,expansion,0,
es,viernes tiempo,6600,0,0,LOW,expansion,0,
es,planos metro valencia,6600,0,0,LOW,expansion,0,
es,pronóstico del tiempo barcelona,6600,0,0,LOW,expansion,0,
es,población en barcelona,6600,0,0,LOW,expansion,0,
es,burgos barcelona,6600,0.4,0.36,MEDIUM,expansion,0,
es,noticias alcala de henares,6600,0,0,LOW,expansion,0,
es,malaga aeropuerto,6600,1.16,0.04,LOW,expansion,0,
es,pisos barcelona,6600,0.21,0.55,MEDIUM,expansion,0,
es,tren barcelona sevilla,6600,0.56,0.67,HIGH,expansion,0,
es,clima mañana barcelona,6600,0.01,0,LOW,expansion,0,
es,mall barcelona,6600,0.2,0.18,LOW,expansion,0,
es,noticias de alcalá de henares,6600,0,0,LOW,expansion,0,
es,vuelos barcelona menorca,6600,0.88,0.7,HIGH,expansion,0,
es,zona verde barcelona,6600,1.06,0.05,LOW,expansion,0,
es,llevant beach barcelona,6600,0,0.08,LOW,expansion,0,
es,barcelona población,6600,0,0,LOW,expansion,0,
es,la paloma barcelona,6600,0.6,0.04,LOW,expansion,0,
es,noticias en gran canaria,6600,0,0,LOW,expansion,0,
es,pronostico barcelona tiempo,6600,0,0,LOW,expansion,0,
es,población barcelona,6600,0,0,LOW,expansion,0,
es,viento barcelona,6600,3.33,0,LOW,expansion,0,
es,gran canaria barcelona,6600,0.74,0.64,MEDIUM,expansion,0,
es,barcelona bosc urbà,6600,0.42,0.08,LOW,expansion,0,
es,linea azul metro barcelona,6600,0.5,0,LOW,expansion,0,
es,restaurante peruano barcelona,6600,0.65,0.34,MEDIUM,expansion,0,
es,tiempo en barcelona 14 dias,6600,0.01,0,LOW,expansion,0,
es,hora en florida,6600,0,0,LOW,expansion,0,
es,la gaceta de salamanca últimas noticias,6600,0,0,LOW,expansion,0,
es,clases en canarias última hora,6600,0,0,LOW,expansion,0,
es,l'arrosseria xativa barcelona,6600,0.28,0.08,LOW,expansion,0,
es,hora españa exacta,6600,0,0,LOW,expansion,0,
es,piñata cantina coctelería barcelona,6600,0.18,0.05,LOW,expansion,0,
es,hora cdmx,6600,0,0,LOW,expansion,0,
es,cartelera plaza norte 2,6600,0.05,0,LOW,expansion,0,
es,tiempo en barcelona 14 días,6600,0.01,0,LOW,expansion,0,
es,hora exacta españa,6600,0,0,LOW,expansion,0,
es,tiempo 14 días barcelona,6600,0.01,0,LOW,expansion,0,
es,vuelo barcelona tenerife,6600,0.79,0.7,HIGH,expansion,0,
es,cefot 2 centro de formación de tropa n 2,6600,1.26,0.04,LOW,expansion,0,
es,hoteles baratos barcelona,6600,1.44,0.75,HIGH,expansion,0,
es,clases en canarias: última hora,6600,0,0,LOW,expansion,0,
es,hora en cancun,6600,0,0,LOW,expansion,0,
es,asador de aranda tibidabo asador de carne en barcelona,6600,0.35,0.05,LOW,expansion,0,
es,asociación green planet cannabis club barcelona,6600,0,0,LOW,expansion,0,
es,hotel barato en barcelona,6600,1.44,0.75,HIGH,expansion,0,
es,bunkers el carmel carrer de la gran vista barcelona,6600,0.24,0.02,LOW,expansion,0,
es,cancun hora,6600,0,0,LOW,expansion,0,
es,sepe cita previa barcelona,6600,0.79,0.01,LOW,expansion,0,
es,cámaras calar alto,6600,0,0,LOW,expansion,0,
pt,sapo jornais desporto,6600,0,0,LOW,expansion,0,
pt,sapo jornais desportivos,6600,0,0,LOW,expansion,0,
pt,jornais desportivos sapo,6600,0,0,LOW,expansion,0,
es,cuanto cuesta netflix,6600,1.01,0.07,LOW,expansion,0,
es,teléfono mutua madrileña gratuito,6600,1.16,0.11,LOW,expansion,0,
es,ofertas viajes,6600,0.48,0.7,HIGH,expansion,0,
es,teléfono 900 gratuito,6600,0,0,LOW,expansion,0,
es,anular billete renfe,6600,0.86,0,LOW,expansion,0,
es,subida salarial funcionarios 2026,6600,0,0,LOW,expansion,0,
es,renfe anular billetes,6600,0.86,0,LOW,expansion,0,
es,cita previa dni teléfono gratuito,6600,0.92,0.01,LOW,expansion,0,
es,imserso viajes reservas,6600,0.93,0.01,LOW,expansion,0,
es,cuota autonomos 2026,6600,0.69,0.11,LOW,expansion,0,
es,subida salario funcionarios 2026,6600,0,0,LOW,expansion,0,
es,cita previa hacienda teléfono gratuito,6600,1.05,0.23,LOW,expansion,0,
es,cuando se hace la declaración de la renta 2026,6600,2.43,0,LOW,expansion,0,
es,ofertas viajes última hora 2x1,6600,0.34,0.62,MEDIUM,expansion,0,
es,renovar tarjeta dorada renfe,6600,0,0,LOW,expansion,0,
es,ayuda 200 euros,6600,2.23,0.01,LOW,expansion,0,
es,bono 10 viajes renfe,6600,0,0,LOW,expansion,0,
es,subida ipc 2026,6600,0,0,LOW,expansion,0,
es,los 900 son gratis,6600,0,0,LOW,expansion,0,
es,abono recurrente renfe,6600,0,0,LOW,expansion,0,
es,tiradas coin máster gratis,6600,0,0,LOW,expansion,0,
es,bono sin deposito casino,6600,6.93,0.45,MEDIUM,expansion,0,
es,hipoteca joven,6600,1.85,0.75,HIGH,expansion,0,
es,bono sin deposito,6600,5.87,0.43,MEDIUM,expansion,0,
es,teléfono gratuito seguridad social,6600,1.09,0.14,LOW,expansion,0,
es,pasapalabra en directo hoy,6600,0.03,0,LOW,expansion,0,
es,la sexta tv en directo,6600,0.02,0,LOW,expansion,0,
es,cuatro en directo mitele,6600,0,0,LOW,expansion,0,
es,el tiempo meteosat madrid,6600,0,0,LOW,expansion,0,
es,la 6 directo,6600,0,0,LOW,expansion,0,
es,tv5 en directo,6600,0.81,0.02,LOW,expansion,0,
es,rtve 1 directo,6600,0,0,LOW,expansion,0,
es,marcadores en directo,6600,1.32,0.03,LOW,expansion,0,
es,escuchar radio marca en directo,6600,0.02,0.01,LOW,expansion,0,
es,karaoke madrid,6600,0.76,0.27,LOW,expansion,0,
es,chiringuito en directo,6600,0.01,0,LOW,expansion,0,
es,comparecencia pedro sánchez hoy en directo,6600,0,0,LOW,expansion,0,
es,shakira concierto madrid,6600,0.93,0.25,LOW,expansion,0,
es,telecinco en directo online,6600,0,0,LOW,expansion,0,
es,concierto acdc madrid,6600,0.98,0.03,LOW,expansion,0,
es,ver en directo energy,6600,0,0,LOW,expansion,0,
es,necrologicas radio huesca hoy,6600,0,0,LOW,expansion,0,
es,teatro madrid hoy,6600,0.25,1,HIGH,expansion,0,
es,el tiempo en madrid meteosat,6600,0,0,LOW,expansion,0,
es,musical rey leon madrid,6600,1.01,0.81,HIGH,expansion,0,
es,la 4 en directo,6600,0,0,LOW,expansion,0,
es,nova ver en directo,6600,0.01,0,LOW,expansion,0,
es,ver energy en directo,6600,0,0,LOW,expansion,0,
es,seguimiento vuelos en tiempo real,6600,0.5,0.01,LOW,expansion,0,
es,linkin park madrid,6600,0.34,0.37,MEDIUM,expansion,0,
es,necrológicas radio huesca hoy,6600,0,0,LOW,expansion,0,
es,ver nova en directo,6600,0.01,0,LOW,expansion,0,
es,telecinco en directo gratis,6600,0,0,LOW,expansion,0,
es,los cuarenta principales en directo,6600,0.02,0.04,LOW,expansion,0,
es,radio ser directo,6600,0.02,0.03,LOW,expansion,0,
es,pasapalabra hoy directo,6600,0.03,0,LOW,expansion,0,
es,el tiempo en campo real,6600,0,0,LOW,expansion,0,
es,radio vitoria en directo,6600,0,0,LOW,expansion,0,
es,ver en directo nova,6600,0.01,0,LOW,expansion,0,
es,radio tve 1 directo,6600,0,0,LOW,expansion,0,
es,radio libertad directo,6600,0.02,0,LOW,expansion,0,
es,el tiempo madrid meteosat,6600,0,0,LOW,expansion,0,
es,energy ver en directo,6600,0,0,LOW,expansion,0,
es,receta karlos arguiñano hoy antena 3 en directo gratis,6600,0,0,LOW,expansion,0,
es,mediaset directo,6600,0,0,LOW,expansion,0,
es,eventos hoy madrid,6600,0.59,0.98,HIGH,expansion,0,
es,telecinco directo online,6600,0,0,LOW,expansion,0,
es,tiempo: madrid hoy por horas,6600,0,0,LOW,expansion,0,
es,antena 3 a la carta,6600,2.79,0,LOW,expansion,0,
es,pasapalabra hoy en directo,6600,0.03,0,LOW,expansion,0,
es,youtube: telecinco en directo,6600,0,0,LOW,expansion,0,
es,noticia 24 horas en directo,6600,0,0,LOW,expansion,0,
es,radio vila-real,6600,0,0,LOW,expansion,0,
es,radio vila real,6600,0,0,LOW,expansion,0,
es,manifestación hoy en madrid última hora,6600,0,0,LOW,expansion,0,
es,ver teledeporte en directo,6600,0,0,LOW,expansion,0,
es,los cuarenta principales directo,6600,0.02,0.04,LOW,expansion,0,
es,conciertos shakira madrid,6600,0.93,0.25,LOW,expansion,0,
es,posiciones de alavés contra real sociedad,6600,0,0,LOW,expansion,0,
es,restricciones dgt,6600,0,0,LOW,expansion,0,
es,dgt examen teórico b,6600,0.21,0.03,LOW,expansion,0,
es,traductor de catalán a castellano,6600,0.65,0.03,LOW,expansion,0,
es,dgt examen permiso b,6600,0.04,0.05,LOW,expansion,0,
es,estado de las carreteras,6600,1.71,0,LOW,expansion,0,
es,traductor de arabe a español,6600,0.67,0.06,LOW,expansion,0,
es,pedir cita dgt,6600,1.14,0.01,LOW,expansion,0,
es,resultados dgt teórico,6600,0,0,LOW,expansion,0,
es,consultar nota examen dgt,6600,0,0,LOW,expansion,0,
es,estadísticas de alavés contra real sociedad,6600,0,0,LOW,expansion,0,
es,dgt transferencia vehiculo,6600,1.02,0.03,LOW,expansion,0,
es,alineaciones de osasuna contra real sociedad,6600,0,0,LOW,expansion,0,
es,ib3 a la carta,6600,0,0,LOW,expansion,0,
es,resultado teorico dgt,6600,0,0,LOW,expansion,0,
es,traductor de español a aleman,6600,0.64,0.04,LOW,expansion,0,
es,consulta examen dgt,6600,0,0,LOW,expansion,0,
es,estadísticas de real sociedad contra osasuna,6600,0,0,LOW,expansion,0,
es,informe dgt coche,6600,2.27,0.66,MEDIUM,expansion,0,
es,notificaciones dgt,6600,1.06,0,LOW,expansion,0,
es,guerra mundial z 2,6600,0,0,LOW,expansion,0,
es,revista semana colombia,6600,0.04,0,LOW,expansion,0,
es,902 de pago,6600,0,0,LOW,expansion,0,
es,pisos en venta alicante,6600,0.2,0.51,MEDIUM,expansion,0,
es,902 es de pago,6600,0,0,LOW,expansion,0,
pt,horário soflusa,6600,0,0,LOW,expansion,0,
pt,leroy merlin horário,6600,0,0,LOW,expansion,0,
pt,soflusa horários,6600,0,0,LOW,expansion,0,
pt,horário tcb,6600,0.43,0,LOW,expansion,0,
pt,estação de metro,6600,0.04,0.01,LOW,expansion,0,
pt,horários soflusa,6600,0,0,LOW,expansion,0,
pt,rede expressos sete rios horários,6600,0.09,0.11,LOW,expansion,0,
pt,casinha amarela,6600,1.27,0.03,LOW,expansion,0,
pt,siga horários,6600,0,0,LOW,expansion,0,
pt,estações de metro,6600,0.2,0.02,LOW,expansion,0,
es,apagon españa motivo,6600,0,0,LOW,expansion,0,
es,accidentes de tren hoy,6600,0,0,LOW,expansion,0,
es,tnt seguimiento,6600,0.13,0.01,LOW,expansion,0,
es,accidente de tren de hoy,6600,0,0,LOW,expansion,0,
es,concierto shakira españa,6600,0.74,0.19,LOW,expansion,0,
es,accidente de trenes hoy,6600,0,0,LOW,expansion,0,
es,noticias de españa hoy,6600,0.27,0.02,LOW,expansion,0,
es,eurovision 2025 puesto españa,6600,0,0,LOW,expansion,0,
es,radar aemet sevilla,6600,0,0,LOW,expansion,0,
es,eurovisión 2025 españa,6600,0,0,LOW,expansion,0,
es,accidente de tren hoy,6600,0,0,LOW,expansion,0,
es,remolque para coche,6600,0.1,1,HIGH,expansion,0,
es,cargadores electricos,6600,1.69,0.31,LOW,expansion,0,
es,aire acondicionado portátil carrefour,6600,0.12,1,HIGH,expansion,0,
es,zapatillas casa mujer,6600,0.21,1,HIGH,expansion,0,
es,coches hibridos,6600,0.86,0.94,HIGH,expansion,0,
es,cargador portatil,6600,0.19,1,HIGH,expansion,0,
es,zapatillas casa hombre,6600,0.26,1,HIGH,expansion,0,
es,cajonera leroy merlin,6600,0.07,0.99,HIGH,expansion,0,
es,catalizador coche,6600,0.26,0.9,HIGH,expansion,0,
es,casa prefabricada hormigon,6600,0.24,0.99,HIGH,expansion,0,
es,cargador apple,6600,0.23,1,HIGH,expansion,0,
es,espejos leroy merlin,6600,0.11,0.99,HIGH,expansion,0,
es,casa modular,6600,0.18,1,HIGH,expansion,0,
es,casa movil,6600,0.12,1,HIGH,expansion,0,
es,leroy merlin aire acondicionado,6600,0.25,1,HIGH,expansion,0,
es,ambientadores coche,6600,0.25,1,HIGH,expansion,0,
es,cargador de bateria de coche,6600,0.29,1,HIGH,expansion,0,
es,leroy merlin roquetas,6600,0.23,0.18,LOW,expansion,0,
es,espejos baño leroy merlin,6600,0.11,1,HIGH,expansion,0,
es,bar valencia,6600,0.29,0.06,LOW,expansion,0,
es,meteorologia valencia,6600,0,0,LOW,expansion,0,
es,vuelo valencia ibiza,6600,0.64,0.7,HIGH,expansion,0,
es,meteorologico valencia,6600,0,0,LOW,expansion,0,
es,avenida de cesáreo alierta,6600,0.78,0.06,LOW,expansion,0,
es,avenida de la reina mercedes,6600,0.16,0.05,LOW,expansion,0,
es,incendios hoy en valencia,6600,0,0,LOW,expansion,0,
es,benimaclet valencia,6600,1.6,0.04,LOW,expansion,0,
es,catastro valencia,6600,1.43,0.01,LOW,expansion,0,
